Customer_ID,Membership,Gender,Salary,Age,Marital_Status,Purchased
CUST00123,1,1,68.7,19,0,4684.5
CUST00124,1,1,27.2,33,0,4514.37
CUST00125,0,0,40.5,21,0,2884.37
CUST00126,0,1,33.4,36,0,3749.98
CUST00127,0,0,32.5,30,0,2695.62
CUST00128,0,0,42.9,48,0,2683.89
CUST00129,1,1,63.7,47,1,5491.03
CUST00130,1,0,42.2,33,0,3696.2
CUST00131,0,0,64.9,37,1,4346.35
CUST00132,0,1,28.7,33,0,2681.56
CUST00133,1,0,34.5,30,0,4134.72
CUST00134,0,1,20,43,0,2744.55
CUST00135,1,0,36.6,46,1,4726.58
CUST00136,0,1,55.5,40,1,4308.08
CUST00137,0,0,46.6,37,0,2456.87
CUST00138,0,0,85.6,35,1,4717.18
CUST00139,0,0,74.1,27,1,3974.74
CUST00140,0,1,36.9,32,0,2843.28
CUST00141,1,1,95.8,46,0,5461.21
CUST00142,1,0,113,34,1,5972.71
CUST00143,1,1,39.4,48,0,4817.38
CUST00144,1,1,34.4,51,0,4434.64
CUST00145,1,0,42.2,64,0,4236.32
CUST00146,0,0,46.4,46,0,3264.22
CUST00147,0,1,68,53,0,3345.43
CUST00148,1,0,200,24,1,7052.5
CUST00149,0,0,40.2,49,0,3389.95
CUST00150,0,1,105.9,36,1,5114.53
CUST00151,0,1,34.9,40,0,2856.6
CUST00152,1,1,64.4,49,0,5211.92
CUST00153,1,0,58.8,29,0,4362.15
CUST00154,0,1,68.8,36,0,3792.56
CUST00155,1,0,62.2,40,1,5609.12
CUST00156,0,1,60.3,27,0,4306.27
CUST00157,1,0,34.9,39,1,4711.01
CUST00158,1,1,80.8,48,1,6715.15
CUST00159,0,0,37,34,0,2233.2
CUST00160,1,0,42,46,1,5435.11
CUST00161,0,0,47.8,29,1,3617.29
CUST00162,1,0,41.4,38,0,3151.79
CUST00163,0,0,69.5,45,0,2995.56
CUST00164,1,1,98.5,34,1,6014.4
CUST00165,1,0,91.2,35,0,4420.7
CUST00166,0,0,36.2,40,0,3146.42
CUST00167,1,1,41,31,1,5467.76
CUST00168,1,1,104.1,44,1,5719.76
CUST00169,0,1,42.2,18,1,3988.71
CUST00170,1,1,57.5,50,0,4850.96
CUST00171,0,0,67.1,24,1,3250.4
CUST00172,0,0,29.7,33,1,3899.12
CUST00173,0,1,40,29,1,4484.65
CUST00174,1,0,36.9,41,1,4591.65
CUST00175,1,1,37,37,1,4664.96
CUST00176,0,0,45.8,37,1,2569.34
CUST00177,0,0,200,41,0,5685.69
CUST00178,1,1,45.3,38,1,4976.48
CUST00179,0,0,59.8,34,0,3353.7
CUST00180,1,0,32.5,18,1,4413.74
CUST00181,0,1,35,38,1,3417.08
CUST00182,1,0,20.1,51,1,4329.28
CUST00183,1,1,37.5,36,0,3506.93
CUST00184,0,0,52.7,55,0,2744.82
CUST00185,1,1,29.6,48,1,4898.18
CUST00186,1,1,81.6,45,0,5212.67
CUST00187,0,1,65.7,35,0,3064.15
CUST00188,0,0,42.3,41,1,4342.77
CUST00189,0,0,86.8,34,1,4225.48
CUST00190,1,1,100.6,40,0,5155.02
CUST00191,0,0,42.6,64,1,3953.91
CUST00192,1,0,36.2,51,1,5379.96
CUST00193,0,1,42.3,53,0,3667.43
CUST00194,0,1,48.8,53,0,2750.5
CUST00195,0,0,66,47,0,2402.6
CUST00196,1,1,135.2,25,0,5760.61
CUST00197,0,1,40,40,0,3624.98
CUST00198,0,0,86.6,55,0,4831.74
CUST00199,1,0,39,28,1,4371.81
CUST00200,1,0,57.2,32,1,5296.71
CUST00201,0,0,157.2,18,1,5884.4
CUST00202,0,0,58,43,1,3903.22
CUST00203,1,1,57.7,57,0,4597.54
CUST00204,0,0,52.8,29,1,3721.75
CUST00205,0,1,35,36,0,2347.65
CUST00206,0,0,73.4,39,0,3448.08
CUST00207,1,1,38.3,40,1,5114.06
CUST00208,0,1,45.5,42,0,3566.33
CUST00209,0,1,31.1,25,0,2875.78
CUST00210,0,0,20,41,1,3596.84
CUST00211,1,1,62.6,58,1,5416.14
CUST00212,0,0,89.2,41,0,3203.81
CUST00213,0,1,82.6,42,1,4407.02
CUST00214,0,1,41.3,47,0,3831.77
CUST00215,0,0,44,26,0,2395.33
CUST00216,1,0,95.4,61,0,4979.93
CUST00217,0,1,42.7,26,0,3512.32
CUST00218,1,0,53.7,40,1,5601.97
CUST00219,0,1,64.6,32,0,3481.96
CUST00220,0,1,32.7,18,0,2849.31
CUST00221,1,1,40.1,26,0,4177.73
CUST00222,1,1,40.5,45,0,4105.8
CUST00223,1,0,40.8,49,0,4152.32
CUST00224,0,1,48,19,0,3315.27
CUST00225,0,1,136.3,52,0,5282.47
CUST00226,0,1,47.7,51,0,3562.83
CUST00227,1,1,55.9,19,1,4570.15
CUST00228,1,1,36.1,22,0,5021.93
CUST00229,0,0,35.1,52,0,2911.71
CUST00230,1,1,23.2,39,0,4610.53
CUST00231,1,0,39.2,35,0,4119.43
CUST00232,1,1,50.6,49,0,4351.06
CUST00233,1,0,31.7,47,0,4289.67
CUST00234,1,0,77.3,48,1,4545.82
CUST00235,0,1,60,24,1,4461.41
CUST00236,1,1,20,49,0,4351.26
CUST00237,0,1,78.6,33,0,3579.04
CUST00238,1,0,90.7,58,1,5744.89
CUST00239,0,1,45.4,40,0,2328.44
CUST00240,0,1,38.9,44,0,3324.82
CUST00241,0,0,43.4,43,1,3951.6
CUST00242,0,0,45.5,36,1,3625.73
CUST00243,1,1,62.9,55,1,5862.98
CUST00244,1,0,113.9,32,1,6586.52
CUST00245,1,0,40.4,39,1,4767
CUST00246,1,1,75.6,53,0,5040.57
CUST00247,1,1,42.5,24,0,4348.25
CUST00248,0,1,52.8,29,0,2308.99
CUST00249,0,1,123.5,29,0,4441.04
CUST00250,1,1,53,40,0,3966.98
CUST00251,1,0,54.2,52,0,4334.64
CUST00252,1,1,89.9,18,0,4474.44
CUST00253,0,0,35.2,22,1,3521.19
CUST00254,0,0,65.5,33,0,2775.27
CUST00255,0,0,40.4,58,0,3385.69
CUST00256,0,0,48.3,55,1,3791.1
CUST00257,1,0,32.1,30,1,5304.42
CUST00258,0,1,21.3,58,0,3597.09
CUST00259,0,0,57.8,43,0,3354.63
CUST00260,1,1,80.8,64,0,5194.34
CUST00261,1,0,74.6,63,0,4981.69
CUST00262,0,0,20,45,1,3380.09
CUST00263,0,1,46.7,38,1,3949.96
CUST00264,1,0,89,49,0,5164.17
CUST00265,0,0,44.5,35,1,3464.41
CUST00266,0,1,51,28,0,3177.57
CUST00267,1,1,60.7,30,1,5883.03
CUST00268,1,0,36.4,27,1,4479.3
CUST00269,1,0,41,40,1,4614.69
CUST00270,0,0,44.4,69,1,4735.07
CUST00271,0,1,44,49,1,4387.57
CUST00272,0,0,49.6,21,0,3452.04
CUST00273,1,0,113.9,40,1,5892.09
CUST00274,0,0,49.5,48,0,3374.15
CUST00275,1,0,52.8,26,0,4062.01
CUST00276,0,0,39.6,31,1,3811.57
CUST00277,1,1,35.4,51,0,4697.3
CUST00278,1,0,26,35,1,4888.5
CUST00279,0,1,42.1,19,1,4386.95
CUST00280,1,1,51.1,40,1,5618.99
CUST00281,1,1,32.5,66,0,5236.33
CUST00282,1,1,72.5,43,0,4799.72
CUST00283,0,0,55.8,35,0,3409.05
CUST00284,1,0,20.2,47,1,4389.93
CUST00285,1,0,70.6,18,1,5754.51
CUST00286,0,1,81.9,52,0,4566.87
CUST00287,0,1,47.9,33,0,3222.17
CUST00288,0,0,43.7,52,1,3713.8
CUST00289,0,1,46.5,39,0,2501.56
CUST00290,1,1,49.8,32,0,4871.33
CUST00291,1,0,57.8,38,0,4877.46
CUST00292,0,1,100.3,26,0,4021.15
CUST00293,1,1,41.7,31,0,4069.33
CUST00294,1,0,67.9,47,1,4839.58
CUST00295,0,0,45.5,28,0,3202.43
CUST00296,0,0,49.8,18,1,3528.5
CUST00297,1,0,106.2,37,1,5558.15
CUST00298,1,0,49.7,55,1,5197.2
CUST00299,0,1,51.5,44,1,4290.26
CUST00300,1,0,75.8,30,1,5502.08
CUST00301,1,1,35.7,26,0,4706.39
CUST00302,1,1,54,28,1,5094.67
CUST00303,0,1,44.8,51,1,4607.11
CUST00304,0,1,50.5,43,0,2647.18
CUST00305,1,1,32.8,20,0,4180.47
CUST00306,0,0,24,50,0,2445.8
CUST00307,1,1,54.2,36,1,5638.11
CUST00308,1,1,72.8,54,1,6032.11
CUST00309,1,1,66.4,53,0,5715.29
CUST00310,1,1,20,59,0,3912.87
CUST00311,0,0,49.2,41,0,3286.78
CUST00312,1,1,83.2,40,1,6439.07
CUST00313,1,1,22.8,41,0,4028.48
CUST00314,0,0,49.3,24,0,2688.61
CUST00315,1,0,52.7,40,0,4570.36
CUST00316,1,1,42,36,0,4777.71
CUST00317,1,1,42.8,43,0,4457.42
CUST00318,0,1,27.1,52,0,3370.36
CUST00319,0,0,46.7,41,0,3143.75
CUST00320,1,1,53.2,28,1,5086.23
CUST00321,1,1,99.7,36,0,4918.13
CUST00322,1,1,50.4,39,1,4899.63
CUST00323,0,1,62,35,1,4689.28
CUST00324,0,1,42.9,32,0,2798.84
CUST00325,1,1,36.1,43,1,5621.57
CUST00326,0,1,29,19,0,2695.17
CUST00327,0,0,20,27,0,2521.75
CUST00328,0,0,47.4,40,0,3287.77
CUST00329,0,0,33.2,47,1,3596.8
CUST00330,0,0,66.8,54,1,4713.99
CUST00331,1,1,52.8,52,0,4648.37
CUST00332,0,1,23.4,63,0,2574.7
CUST00333,1,1,61.8,26,0,4696.12
CUST00334,0,0,73.8,43,1,4299.69
CUST00335,1,0,42.8,18,1,5298.81
CUST00336,1,1,20,38,0,3977.39
CUST00337,1,0,25.4,29,1,4478.75
CUST00338,1,0,53,18,1,5468.25
CUST00339,1,1,132.2,32,1,6191.72
CUST00340,0,0,89.7,37,0,3282.33
CUST00341,0,0,44.5,34,1,4164.44
CUST00342,1,0,62.2,58,0,4470.26
CUST00343,0,1,47.9,18,1,3694.4
CUST00344,0,1,47.8,23,0,3660.75
CUST00345,1,1,93.9,51,0,5185.96
CUST00346,0,1,47.5,44,0,3757.14
CUST00347,0,0,56.2,46,0,3804.7
CUST00348,1,1,67.4,38,0,5103.14
CUST00349,1,0,36.7,18,1,4778.13
CUST00350,1,0,141.5,33,0,5802.26
CUST00351,0,0,20.2,43,0,2580.7
CUST00352,1,0,51.8,36,1,5107.47
CUST00353,0,0,33.7,33,1,3254.99
CUST00354,1,1,26.3,40,1,4706.5
CUST00355,1,0,51.7,22,0,3667.46
CUST00356,1,0,64.4,44,0,4616.29
CUST00357,1,1,55.9,43,1,5448.03
CUST00358,1,1,23.1,45,1,5227.9
CUST00359,1,1,45.8,57,1,6041.76
CUST00360,0,0,77.2,32,0,3357.09
CUST00361,1,0,26.6,46,0,4066.8
CUST00362,1,1,48.6,28,1,5233.41
CUST00363,1,1,118,41,0,5425.47
CUST00364,1,0,20,42,1,4660.17
CUST00365,0,0,48.4,61,0,4093.54
CUST00366,0,0,34.4,41,0,2536.6
CUST00367,1,1,48.8,49,1,4745.03
CUST00368,0,0,56.6,19,0,2680.61
CUST00369,1,0,88.7,23,1,5846.25
CUST00370,1,0,58,44,0,4333.93
CUST00371,0,0,53.2,36,0,3597.98
CUST00372,0,0,46.3,42,0,2439.44
CUST00373,1,0,37.4,49,0,3537.84
CUST00374,0,0,32.2,25,1,2782.4
CUST00375,1,1,22,18,1,4515.26
CUST00376,0,1,45.1,32,1,3434.35
CUST00377,0,0,34.2,37,0,2352.69
CUST00378,0,1,59.3,41,0,4034.97
CUST00379,0,0,50.8,52,1,3148.2
CUST00380,0,0,26.5,45,0,2851.76
CUST00381,1,0,175.8,35,1,6630.44
CUST00382,1,1,65.5,43,0,4482.79
CUST00383,1,1,48,21,0,4711.98
CUST00384,1,0,21.7,33,0,4373.72
CUST00385,1,1,27.5,29,0,4567.3
CUST00386,0,0,55.2,23,0,2866.04
CUST00387,0,0,110.1,18,0,3489.2
CUST00388,1,1,80.5,39,1,5651.42
CUST00389,0,1,22,19,0,2913.56
CUST00390,0,1,57.7,40,1,4587.47
CUST00391,1,1,49.6,32,0,3547.22
CUST00392,1,0,46.7,33,1,5566.97
CUST00393,1,0,83.9,50,0,5744.4
CUST00394,0,0,46.1,41,1,3884.38
CUST00395,1,1,51,34,1,5346.88
CUST00396,0,1,61.4,51,1,4450.58
CUST00397,0,1,38.3,33,0,2932.82
CUST00398,1,1,115.3,20,1,6410.53
CUST00399,1,1,23.4,42,0,3888.54
CUST00400,1,1,52,24,0,4936.55
CUST00401,0,1,34.9,39,0,2801.47
CUST00402,1,0,28.6,37,0,4000.52
CUST00403,0,1,50.1,24,1,3956.63
CUST00404,1,1,200,43,1,6993.56
CUST00405,0,0,141.7,41,0,3972.15
CUST00406,0,0,26.3,37,0,2790.21
CUST00407,0,0,49.9,49,0,3086.33
CUST00408,1,1,70.9,27,1,5209.39
CUST00409,0,1,28.3,41,1,4472.94
CUST00410,1,0,37.7,18,0,4631.27
CUST00411,0,0,104.3,57,1,4593.97
CUST00412,0,0,20.5,46,0,2521.92
CUST00413,1,1,24,50,1,5129.54
CUST00414,1,1,39,33,1,4365.89
CUST00415,1,0,50.1,37,0,4159.86
CUST00416,0,1,59,36,1,4299.71
CUST00417,0,1,79.4,26,0,3863.83
CUST00418,1,1,60.4,35,1,5711.16
CUST00419,0,1,49.2,43,0,3229.33
CUST00420,1,1,34.3,43,1,5334.42
CUST00421,0,1,39.4,36,1,3693.94
CUST00422,0,1,36,34,0,3162.88
CUST00423,1,1,24.6,38,0,4081.12
CUST00424,0,0,43.6,34,0,2768.64
CUST00425,1,1,35.7,21,1,5098.96
CUST00426,0,0,156,35,0,4386.19
CUST00427,0,1,49.7,47,0,3402.55
CUST00428,1,1,29.7,36,1,5420.75
CUST00429,0,1,124.8,40,0,4063.79
CUST00430,1,0,54.3,32,0,3940.42
CUST00431,0,0,51.6,30,1,3555.65
CUST00432,0,1,24.3,18,1,3663.59
CUST00433,0,0,29.1,18,1,3882.09
CUST00434,0,1,56.6,32,1,3834.06
CUST00435,0,1,99.5,22,1,4862.23
CUST00436,1,0,72.2,54,0,5774.83
CUST00437,0,0,25.2,29,1,3217.61
CUST00438,0,0,54.2,33,0,3242.95
CUST00439,1,0,50.3,39,1,5162.97
CUST00440,1,1,46.5,43,0,4321.52
CUST00441,0,1,75.2,43,1,4698.71
CUST00442,0,1,45.6,29,0,3131.22
CUST00443,1,1,47.8,31,0,4121.5
CUST00444,0,0,57,50,0,2454.78
CUST00445,0,0,41,40,0,2805.29
CUST00446,0,0,99.7,32,0,3158.53
CUST00447,1,0,25.7,32,1,4951.02
CUST00448,0,0,70.4,26,0,3273.29
CUST00449,1,0,36.6,53,0,5007.54
CUST00450,0,1,31.2,30,1,4684.39
CUST00451,0,0,44.7,32,0,3162.6
CUST00452,0,0,133.3,31,0,4177.82
CUST00453,0,1,113.3,30,1,4997.6
CUST00454,0,1,29.5,24,1,3670.58
CUST00455,0,1,53,40,0,3030.81
CUST00456,1,0,63.4,31,0,4542.65
CUST00457,0,0,29.8,53,0,2864.35
CUST00458,1,1,38,32,1,5173.78
CUST00459,1,1,95.3,47,0,5834.25
CUST00460,0,1,24.1,39,1,3235.37
CUST00461,0,0,26.2,40,0,2231.08
CUST00462,1,0,42.7,26,0,4168.85
CUST00463,1,1,56.3,35,0,4998.15
CUST00464,0,0,60.6,41,0,4134.99
CUST00465,1,1,71.1,18,1,5382.2
CUST00466,0,0,62.1,18,0,3595.29
CUST00467,1,0,46.6,72,1,4912.2
CUST00468,1,0,40.5,58,0,4676.31
CUST00469,0,0,43.1,33,0,3142.9
CUST00470,1,0,41.3,34,0,4531.12
CUST00471,1,0,26.8,43,1,5469.82
CUST00472,1,1,42.9,19,1,5396.27
CUST00473,1,0,37.8,22,0,4159.34
CUST00474,1,0,123,21,1,5646.39
CUST00475,1,0,43.9,58,1,5603.81
CUST00476,1,0,33.1,21,0,3651.37
CUST00477,0,0,104.4,45,0,4771.08
CUST00478,1,1,135.7,32,1,6643.34
CUST00479,0,1,54.2,30,0,3082.43
CUST00480,0,0,26.9,24,0,2283.22
CUST00481,0,0,30.6,27,0,2487.68
CUST00482,0,0,57.1,36,0,3489.79
CUST00483,1,0,91.4,31,0,5696.46
CUST00484,1,1,63.8,48,1,5796.62
CUST00485,1,1,27.1,30,0,3563.26
CUST00486,1,1,51.3,18,1,4427.34
CUST00487,0,1,57.7,55,0,4138.92
CUST00488,0,1,48,49,0,3007.32
CUST00489,1,0,67.1,50,0,4150.92
CUST00490,1,1,46.2,28,0,4311.9
CUST00491,1,0,45.7,18,1,4720.42
CUST00492,0,1,53.8,43,0,3392.05
CUST00493,1,1,47.6,60,1,6126.86
CUST00494,1,1,88.1,37,1,5788.52
CUST00495,0,1,27.9,32,0,4084.19
CUST00496,0,1,69.3,36,1,4214.56
CUST00497,1,1,39.3,49,1,5520.93
CUST00498,0,0,34.3,32,0,2783.28
CUST00499,1,1,42.8,27,0,4867.86
CUST00500,1,1,109.2,30,1,6537.49
CUST00501,0,0,97.2,30,0,3928.78
CUST00502,0,0,32.9,24,0,2088.84
CUST00503,0,0,55.1,36,1,4024.42
CUST00504,1,1,200,19,1,7532.08
CUST00505,1,1,31.5,42,1,4737.45
CUST00506,0,0,37.4,39,0,2457.87
CUST00507,1,0,87.7,38,1,5724.4
CUST00508,1,0,27.4,52,0,4295.34
CUST00509,1,1,28,34,1,4654.29
CUST00510,0,1,45.8,28,1,4496.87
CUST00511,0,0,59,20,1,4243.63
CUST00512,1,1,61.4,60,1,5741.44
CUST00513,1,0,63,31,0,3755.59
CUST00514,1,1,63,20,1,5390.18
CUST00515,1,1,45,54,0,4974
CUST00516,0,1,44.7,47,1,3765.96
CUST00517,1,1,20,18,1,5612.12
CUST00518,1,0,20,42,1,4602.64
CUST00519,0,1,29.1,66,0,3349.46
CUST00520,1,0,42.9,29,0,4648.46
CUST00521,1,1,41.3,29,1,5176.26
CUST00522,1,1,107.1,25,0,5844.89
CUST00523,1,1,41.9,40,0,4644.29
CUST00524,1,1,37.1,22,1,4883.79
CUST00525,1,1,91,40,1,6274.91
CUST00526,0,0,109.7,18,0,4036
CUST00527,1,0,55.9,42,1,5816.43
CUST00528,0,1,29.6,33,1,3422.75
CUST00529,1,1,32.4,36,0,3912.85
CUST00530,1,1,56.4,45,0,4882.9
CUST00531,1,1,84.2,34,0,5037.91
CUST00532,0,0,50.7,65,0,2809.1
CUST00533,1,1,28.9,44,0,4319.22
CUST00534,1,0,56.6,22,0,4087.99
CUST00535,0,0,60.1,51,1,4006.71
CUST00536,0,0,32.3,45,1,4131.15
CUST00537,1,1,58.5,37,1,4984.71
CUST00538,1,0,27.8,18,1,5108.71
CUST00539,0,1,44.5,25,0,4112.04
CUST00540,1,0,51.5,48,1,5610.05
CUST00541,1,0,20.8,53,0,4017.43
CUST00542,1,0,78.7,49,0,5077.75
CUST00543,0,0,30.3,18,1,3276.88
CUST00544,1,1,69.6,28,0,4681.09
CUST00545,1,0,44.3,41,0,3842.94
CUST00546,1,1,38.4,18,1,4518.88
CUST00547,1,1,41.2,38,1,5203.14
CUST00548,1,0,94.4,18,0,5125.42
CUST00549,1,1,85.7,18,1,5838.29
CUST00550,1,1,36.8,31,0,4281.93
CUST00551,1,1,56.5,30,0,4688.92
CUST00552,0,0,135.6,32,0,4272.69
CUST00553,1,0,33.5,37,0,3928.28
CUST00554,1,1,37.2,55,1,5021.5
CUST00555,1,1,80.6,33,0,4707.3
CUST00556,1,1,30.8,41,0,4612.2
CUST00557,0,0,29.9,28,0,2902.56
CUST00558,0,0,48.3,18,0,2678.75
CUST00559,0,1,61.1,26,0,3297.43
CUST00560,1,0,61.2,52,0,4034.47
CUST00561,1,1,200,40,0,6837.5
CUST00562,1,0,63,28,0,4037.12
CUST00563,0,0,44.1,44,1,3988.87
CUST00564,0,0,48,39,0,2808.23
CUST00565,1,0,22.3,25,0,3659
CUST00566,0,1,21.6,38,0,2743.88
CUST00567,0,0,31.7,53,0,2496.98
CUST00568,0,1,43.8,29,0,3087.79
CUST00569,0,0,20,21,0,1782.76
CUST00570,0,0,95.6,34,1,4732.88
CUST00571,1,0,40.7,33,1,4648.55
CUST00572,0,1,42.5,29,0,3224.89
CUST00573,1,0,80.9,54,0,4573.7
CUST00574,1,1,94.5,26,1,5539.11
CUST00575,1,1,56.8,44,0,4882.03
CUST00576,1,1,32.7,34,0,4273.75
CUST00577,1,0,34.8,47,1,5336.25
CUST00578,1,0,53.8,44,1,5023.7
CUST00579,1,1,77.1,44,1,5304.25
CUST00580,1,1,123.3,38,1,5863.35
CUST00581,0,0,31,46,1,3999.89
CUST00582,1,1,51.4,31,0,4930.96
CUST00583,1,1,61.8,43,0,4470.87
CUST00584,1,1,33,58,0,4705.77
CUST00585,1,0,134.9,34,0,5708.87
CUST00586,0,1,31.1,25,0,3495.08
CUST00587,0,0,44,34,0,3050.38
CUST00588,1,1,50.1,37,0,4851.61
CUST00589,1,1,23.6,44,1,4662.18
CUST00590,1,1,70.6,48,0,5463.28
CUST00591,0,1,33.2,27,0,2468.23
CUST00592,1,0,69.4,38,1,6005.91
CUST00593,0,1,20,44,1,2969.9
CUST00594,1,0,47.2,30,0,3963.18
CUST00595,1,0,40.3,40,0,3796.09
CUST00596,1,1,83.5,25,0,4852.94
CUST00597,1,0,76.5,26,0,3880.53
CUST00598,1,0,41.9,25,1,5173.98
CUST00599,1,1,56.8,33,1,5420.1
CUST00600,0,1,113.8,38,0,3723.28
CUST00601,1,1,36.2,25,1,6237.44
CUST00602,1,0,37.4,51,0,4321.68
CUST00603,0,0,73.5,29,1,3626.5
CUST00604,0,0,34.4,29,1,3505.83
CUST00605,0,1,32.1,31,1,4106.72
CUST00606,1,1,50.2,29,1,5019.61
CUST00607,1,0,62.3,18,1,4782.45
CUST00608,0,1,59.9,43,1,4080.54
CUST00609,1,0,115.7,59,1,6596.59
CUST00610,1,1,62.1,24,0,4772.6
CUST00611,0,1,44.1,41,0,3140.18
CUST00612,1,1,50.5,30,1,5445.41
CUST00613,1,1,24.8,34,0,3630.34
CUST00614,0,0,25.6,54,1,3558.36
